win,score_us,score_opp,rounds,map,ban_a_us,ban_a_opp,ban_d_us,ban_d_opp,location_1,location_2,location_3,location_4,location_5,location_6,location_7,location_8,location_9,side_1,side_2,side_3,side_4,side_5,side_6,side_7,side_8,side_9,operator_1,operator_2,operator_3,operator_4,operator_5,operator_6,operator_7,operator_8,operator_9,win_1,win_2,win_3,win_4,win_5,win_6,win_7,win_8,win_9,kill_1,kill_2,kill_3,kill_4,kill_5,kill_6,kill_7,kill_8,kill_9,death_1,death_2,death_3,death_4,death_5,death_6,death_7,death_8,death_9,mihnea_1,mihnea_2,mihnea_3,mihnea_4,mihnea_5,mihnea_6,mihnea_7,mihnea_8,mihnea_9,kill_m_1,kill_m_2,kill_m_3,kill_m_4,kill_m_5,kill_m_6,kill_m_7,kill_m_8,kill_m_9,death_m_1,death_m_2,death_m_3,death_m_4,death_m_5,death_m_6,death_m_7,death_m_8,death_m_9,date
0,3,5,8,Chalet,blitz,dokkaebi,caveira,clash,4,1,1,4,1,4,4,4,,2,2,2,1,1,1,2,1,,thorn,thorn,mute,sledge,sledge,sledge,mute,sledge,,1,0,1,1,0,0,0,0,,1,1,2,0,1,0,0,0,,0,1,0,0,1,1,1,1,,mira,castle,castle,fuze,lion,fuze,mira,fuze,,0,0,2,2,0,0,0,0,,0,1,0,0,1,1,1,1,,
0,2,4,6,Border,thatcher,jackal,fenrir,kapkan,1,3,2,1,1,4,,,,2,2,2,1,1,1,,,,thorn,thorn,thorn,sledge,sledge,sledge,,,,1,0,0,1,0,0,,,,1,0,0,0,1,0,,,,1,1,1,1,1,1,,,,kaid,lesion,lesion,ying,ying,ram,,,,1,0,1,1,0,0,,,,0,1,1,0,1,1,,,,
1,4,2,6,Outback,blitz,montagne,fenrir,clash,1,1,2,1,2,3,,,,1,1,1,2,2,2,,,,sledge,sledge,sledge,thorn,thorn,thorn,,,,1,0,0,1,1,1,,,,0,0,0,0,3,3,,,,1,1,1,1,0,0,,,,maverick,maverick,lion,frost,frost,alibi,,,,0,0,0,2,0,0,,,,0,1,1,0,1,1,,,,
1,4,2,6,Club House,thatcher,blitz,caveira,clash,2,1,2,1,2,4,,,,1,1,1,2,2,2,,,,sledge,sledge,sledge,mute,thorn,thorn,,,,1,0,0,1,1,1,,,,0,0,1,0,0,0,,,,0,1,1,0,0,1,,,,fuze,ying,fuze,frost,kaid,kaid,,,,1,0,0,1,0,1,,,,0,1,1,0,0,0,,,,
1,4,0,4,Coastline,,,,,1,2,3,1,,,,,,2,2,2,1,,,,,,thorn,thorn,thorn,ash,,,,,,1,1,1,1,,,,,,2,1,1,2,,,,,,1,0,1,0,,,,,,azami,azami,azami,jackal,,,,,,0,1,1,2,,,,,,1,1,0,0,,,,,,
1,4,2,6,Coastline,,,,,1,1,2,1,2,3,,,,1,1,1,2,2,2,,,,ash,ash,ash,thorn,thorn,thorn,,,,1,0,0,1,1,1,,,,0,0,0,1,3,2,,,,1,1,0,0,0,0,,,,jackal,jackal,jackal,alibi,alibi,alibi,,,,2,1,1,1,1,0,,,,0,0,1,1,1,1,,,,
1,5,3,8,Outback,blitz,deimos,fenrir,clash,1,2,3,1,1,2,1,1,,1,1,1,2,2,2,2,1,,ash,sledge,buck,maestro,maestro,maestro,kapkan,fuze,,0,0,1,0,1,1,1,1,,1,0,1,0,1,1,1,2,,1,1,0,1,0,0,0,0,,maverick,lion,ram,frost,lesion,kaid,alibi,jackal,,0,0,0,0,1,2,1,1,,1,1,0,1,1,1,0,1,,
0,0,4,4,Border,,,,,1,2,4,1,,,,,,1,1,1,2,,,,,,fuze,fuze,fuze,kapkan,,,,,,0,0,0,0,,,,,,0,0,0,1,,,,,,1,1,1,1,,,,,,glaz,glaz,glaz,tachanka,,,,,,1,1,1,0,,,,,,1,1,1,1,,,,,,
0,1,4,5,Theme Park,,,,,1,2,3,1,2,,,,,1,1,1,2,2,,,,,ash,finka,fuze,kapkan,kapkan,,,,,0,0,0,1,0,,,,,0,1,0,1,1,,,,,1,1,1,0,1,,,,,glaz,jackal,jackal,maestro,maestro,,,,,2,0,3,0,1,,,,,1,1,1,0,1,,,,,
0,0,4,4,Border,,,,,1,2,3,1,,,,,,1,1,1,2,,,,,,ash,ash,buck,kapkan,,,,,,0,0,0,0,,,,,,0,1,2,0,,,,,,1,1,1,1,,,,,,glaz,ram,lion,melusi,,,,,,1,0,0,0,,,,,,1,1,1,1,,,,,,
0,1,4,5,Villa,,,,,1,2,3,1,1,,,,,1,1,1,2,2,,,,,fuze,glaz,fuze,kapkan,kapkan,,,,,0,0,1,0,0,,,,,0,1,1,0,0,,,,,1,1,1,1,1,,,,,glaz,fuze,lion,tachanka,maestro,,,,,0,0,2,0,0,,,,,1,1,0,1,1,,,,,
1,4,3,7,Emerald,,,,,1,2,4,1,1,4,1,,,1,1,1,2,2,2,2,,,glaz,glaz,glaz,thorn,thorn,alibi,alibi,,,0,1,1,0,0,1,1,,,0,2,1,0,0,0,0,,,1,0,0,1,1,0,0,,,fuze,fuze,fuze,kapkan,kapkan,kapkan,kapkan,,,1,2,1,2,1,2,1,,,1,0,0,1,1,0,1,,,
1,4,2,6,Border,,,,,1,2,3,1,1,3,,,,2,2,2,1,1,1,,,,thorn,thorn,thorn,iq,iq,iq,,,,0,1,0,1,1,1,,,,0,1,0,0,0,0,,,,1,0,1,1,0,1,,,,alibi,alibi,lesion,fuze,fuze,fuze,,,,2,1,1,1,2,1,,,,1,0,1,0,0,0,,,,
0,1,4,5,Oregon,,,,,1,4,2,3,4,,,,,1,1,1,2,2,,,,,ash,ash,ash,mute,mute,,,,,0,0,0,1,0,,,,,2,0,1,4,0,,,,,1,1,1,0,1,,,,,lion,fuze,fuze,mira,mira,,,,,2,1,1,0,0,,,,,1,1,1,0,1,,,,,
0,1,4,5,Skyscraper,blitz,deimos,clash,fenrir,1,2,2,1,2,,,,,2,2,2,1,1,,,,,tachanka,tachanka,tachanka,ash,ash,,,,,1,0,0,0,0,,,,,0,0,0,0,0,,,,,0,0,1,1,1,,,,,frost,kapkan,lesion,fuze,fuze,,,,,1,0,0,0,2,,,,,0,0,1,1,1,,,,,
1,4,1,5,Club House,thatcher,jackal,fenrir,solis,1,1,2,1,2,,,,,1,1,1,2,2,,,,,ash,finka,nokk,mute,thorn,,,,,1,0,1,1,1,,,,,1,0,2,1,0,,,,,1,1,0,0,1,,,,,ying,lion,lion,frost,kaid,,,,,2,2,1,2,0,,,,,1,1,0,0,0,,,,,
0,2,4,6,Chalet,blitz,dokkaebi,fenrir,clash,1,4,4,1,4,1,,,,1,1,1,2,2,2,,,,ash,thatcher,thatcher,thorn,mute,thorn,,,,0,1,1,0,0,0,,,,0,0,1,0,1,2,,,,1,0,0,1,1,1,,,,fuze,ace,ace,castle,mira,lesion,,,,1,1,1,1,0,0,,,,1,0,0,1,1,1,,,,
1,5,4,9,Skyscraper,blitz,fuze,caveira,lesion,1,1,2,1,4,1,1,4,4,1,1,1,2,2,2,1,2,1,sledge,sledge,sledge,thorn,thorn,thorn,sledge,thorn,sledge,1,0,1,0,1,0,0,1,1,0,0,1,0,4,1,3,1,2,1,1,0,1,0,1,1,0,0,lion,lion,jackal,smoke,smoke,smoke,jackal,mute,ram,3,0,1,1,0,0,0,3,1,0,1,1,1,1,1,1,0,0,
1,4,2,6,Kanal,,,,,1,4,2,1,4,2,,,,1,1,1,2,2,2,,,,blackbeard,iq,iq,bandit,bandit,bandit,,,,0,0,1,1,1,1,,,,1,0,2,0,0,1,,,,1,1,0,1,1,1,,,,iana,fuze,ram,jager,fenrir,jager,,,,0,0,2,1,0,0,,,,1,1,0,0,1,1,,,,
0,0,4,4,Kafe,,,,,1,4,1,1,,,,,,2,2,2,1,,,,,,jager,bandit,jager,iq,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,1,1,1,1,,,,,,echo,echo,maestro,flores,,,,,,2,0,1,0,,,,,,1,1,1,1,,,,,,
0,1,4,5,Villa,,,,,1,1,2,1,2,,,,,2,2,2,1,1,,,,,bandit,bandit,jager,iq,iq,,,,,0,1,0,0,0,,,,,0,0,0,0,0,,,,,1,1,1,1,1,,,,,echo,maestro,maestro,zofia,fuze,,,,,0,1,0,1,1,,,,,1,0,1,1,1,,,,,
0,1,4,5,Villa,dokkaebi,flores,caveira,echo,1,2,3,3,1,,,,,1,1,1,2,2,,,,,iq,iq,iq,bandit,bandit,,,,,0,0,0,1,0,,,,,1,0,0,1,2,,,,,1,1,1,0,1,,,,,brava,brava,fuze,maestro,maestro,,,,,3,1,0,2,0,,,,,1,1,1,0,1,,,,,
0,3,5,8,Club House,thatcher,dokkaebi,caveira,fenrir,1,2,4,1,2,2,1,1,,1,1,1,2,2,2,2,1,,jackal,jackal,jackal,kapkan,kapkan,kapkan,kapkan,jackal,,0,1,0,1,0,1,0,0,,0,0,1,1,0,1,1,0,,1,1,1,1,1,0,1,1,,brava,ace,ram,frost,mute,kaid,frost,ying,,2,0,0,2,0,0,0,1,,1,0,1,0,1,1,1,1,,
1,4,2,6,Theme Park,dokkaebi,kali,caveira,fenrir,1,1,1,3,1,1,,,,1,1,1,2,2,2,,,,jackal,jackal,jackal,kapkan,kapkan,kapkan,,,,1,1,0,1,0,1,,,,0,1,1,1,0,0,,,,1,0,1,0,1,1,,,,lion,lion,ying,alibi,azami,kaid,,,,0,1,0,3,0,0,,,,0,0,1,0,1,1,,,,
1,4,0,4,Bank,,,,,1,4,2,1,,,,,,2,2,2,1,,,,,,kapkan,kapkan,kapkan,iq,,,,,,1,1,1,1,,,,,,1,1,1,0,,,,,,0,0,0,0,,,,,,maestro,mira,mira,jackal,,,,,,1,0,1,1,,,,,,1,0,0,1,,,,,,
0,3,5,8,Border,blitz,dokkaebi,caveira,fenrir,1,3,4,1,1,2,1,1,,1,1,1,2,2,2,2,1,,ash,ash,ash,thorn,thorn,thorn,thorn,ash,,0,0,1,0,1,1,0,0,,2,0,0,1,1,1,0,0,,1,1,1,1,0,0,1,1,,jackal,jackal,ram,kapkan,kapkan,lesion,melusi,jackal,,0,4,1,2,0,0,0,0,,1,1,1,1,1,0,1,1,,
0,2,4,6,Club House,thatcher,jackal,caveira,fenrir,1,2,1,1,1,2,,,,2,2,2,1,1,1,,,,mute,thorn,mute,iana,ash,ash,,,,0,1,0,1,0,0,,,,0,0,0,0,0,2,,,,1,1,1,1,1,1,,,,frost,kaid,thorn,gridlock,iana,grim,,,,0,0,0,1,0,1,,,,1,1,1,1,1,1,,,,
0,3,5,8,Consulate,blitz,nothing,caveira,clash,1,1,4,1,1,4,4,1,,2,2,2,1,1,1,1,2,,thorn,thorn,thorn,ash,iq,iq,iq,thorn,,0,1,0,1,1,0,0,0,,0,0,0,0,0,1,0,0,,1,1,1,0,1,1,1,1,,lesion,maestro,melusi,jackal,jackal,jackal,jackal,lesion,,2,2,1,3,0,0,1,0,,1,0,1,0,1,1,1,1,,
0,1,4,5,Kafe,dokkaebi,jackal,caveira,clash,4,1,1,1,2,,,,,2,2,2,1,1,,,,,thorn,thorn,thorn,ash,ash,,,,,1,0,0,0,0,,,,,1,0,0,0,0,,,,,0,1,1,1,1,,,,,kapkan,melusi,kapkan,finka,finka,,,,,1,0,2,1,3,,,,,1,1,1,1,1,,,,,
1,4,1,5,Bank,dokkaebi,deimos,caveira,pulse,1,4,4,4,1,,,,,1,1,1,2,2,,,,,ash,ash,ash,thorn,thorn,,,,,0,1,1,1,1,,,,,2,1,0,0,0,,,,,1,0,0,0,0,,,,,brava,fuze,ace,mute,frost,,,,,0,0,1,2,2,,,,,1,0,0,0,0,,,,,
1,4,1,5,Border,fuze,dokkaebi,fenrir,clash,1,1,2,1,1,,,,,1,1,1,2,2,,,,,thermite,ash,buck,bandit,thorn,,,,,1,1,1,0,1,,,,,0,0,0,0,1,,,,,1,1,1,1,1,,,,,brava,lion,ram,azami,kapkan,,,,,2,2,0,0,3,,,,,0,1,1,1,0,,,,,
0,2,4,6,Oregon,blitz,brava,caveira,fenrir,1,4,4,4,1,1,,,,1,1,1,2,2,2,,,,iq,ash,ash,thorn,thorn,thorn,,,,0,1,0,1,0,0,,,,0,1,0,0,0,1,,,,1,0,1,1,1,1,,,,lion,fuze,fuze,mira,mira,lesion,,,,1,1,0,0,0,1,,,,1,0,1,0,1,1,,,,
1,4,0,4,Theme Park,jackal,dokkaebi,fenrir,clash,1,2,3,1,,,,,,2,2,2,1,,,,,,thorn,thorn,thorn,ash,,,,,,1,1,1,1,,,,,,0,2,0,1,,,,,,1,0,0,0,,,,,,maestro,kapkan,alibi,brava,,,,,,0,0,0,0,,,,,,1,1,1,0,,,,,,
0,2,4,6,Chalet,blitz,thatcher,caveira,fenrir,4,1,1,4,1,2,,,,2,2,2,1,1,1,,,,thorn,thorn,thorn,ash,ash,ash,,,,1,0,1,0,0,0,,,,1,0,1,0,1,2,,,,0,1,0,1,1,1,,,,lesion,castle,castle,jackal,ying,jackal,,,,1,0,0,1,0,1,,,,0,1,0,1,1,1,,,,
1,4,2,6,Chalet,blitz,dokkaebi,caveira,clash,4,1,1,1,4,4,,,,2,2,2,1,1,1,,,,mute,thorn,thorn,ash,ash,ash,,,,1,0,1,0,1,1,,,,0,0,0,1,0,0,,,,0,1,0,1,0,0,,,,mira,castle,frost,ace,fuze,fuze,,,,1,1,1,0,1,2,,,,1,1,1,1,0,0,,,,
0,2,4,6,Theme Park,blitz,montagne,fenrir,caveira,1,1,3,1,3,4,,,,2,2,2,1,1,1,,,,thorn,thorn,thorn,ash,ash,ash,,,,0,0,1,1,0,0,,,,0,1,1,3,0,0,,,,1,1,1,0,1,1,,,,maestro,alibi,alibi,fuze,fuze,fuze,,,,0,1,2,0,1,0,,,,1,1,0,1,1,1,,,,
0,1,4,5,Theme Park,,,,,1,3,3,1,3,,,,,2,2,2,1,1,,,,,mozzie,mozzie,mozzie,gridlock,gridlock,,,,,1,0,0,0,0,,,,,0,0,0,0,0,,,,,1,1,1,1,1,,,,,pulse,pulse,pulse,thermite,thermite,,,,,1,1,2,0,1,,,,,0,1,1,1,1,,,,,
0,2,4,6,Chalet,,,,,1,1,4,1,2,4,,,,1,1,1,2,2,2,,,,gridlock,gridlock,gridlock,mozzie,thorn,castle,,,,1,0,0,1,0,0,,,,0,0,0,0,1,0,,,,1,1,1,1,1,1,,,,thermite,thermite,thermite,castle,castle,mute,,,,0,2,2,0,0,1,,,,1,1,1,1,1,1,,,,
1,4,2,6,Kanal,,,,,1,4,2,1,4,2,,,,2,2,2,1,1,1,,,,thorn,thorn,thorn,ash,ash,ash,,,,1,1,1,0,0,1,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,,,,castle,castle,mozzie,gridlock,gridlock,gridlock,,,,0,0,0,0,0,1,,,,0,0,0,1,1,0,,,,
0,1,4,5,Villa,,,,,1,1,2,1,1,,,,,2,2,2,1,1,,,,,thorn,thorn,thorn,ash,ash,,,,,0,0,0,1,0,,,,,1,1,2,0,0,,,,,1,1,1,1,1,,,,,mozzie,mozzie,mozzie,gridlock,gridlock,,,,,0,2,0,2,0,,,,,1,1,1,1,1,,,,,
0,0,4,4,Skyscraper,,,,,1,2,4,1,,,,,,1,1,1,2,,,,,,ash,ash,thermite,castle,,,,,,0,0,0,0,,,,,,0,1,0,0,,,,,,1,1,1,1,,,,,,gridlock,gridlock,gridlock,pulse,,,,,,0,0,0,0,,,,,,1,1,1,1,,,,,,
1,4,2,6,Consulate,blitz,jackal,clash,fenrir,1,4,2,1,4,2,,,,1,1,1,2,2,2,,,,ash,ash,ash,castle,castle,thorn,,,,0,1,1,0,1,1,,,,0,0,1,0,2,0,,,,1,1,1,1,1,1,,,,gridlock,gridlock,gridlock,pulse,kaid,lesion,,,,0,2,3,0,0,0,,,,1,0,0,1,0,1,,,,7/30/2024
0,0,4,4,Outback,blitz,dokkaebi,caveira,fenrir,1,3,2,1,,,,,,1,1,1,2,,,,,,ash,ash,ash,thorn,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,1,0,1,1,,,,,,thermite,ram,brava,goyo,,,,,,0,0,0,2,,,,,,1,0,1,1,,,,,,7/30/2024
0,2,4,6,Club House,dokkaebi,jackal,caveira,clash,1,2,2,2,1,1,,,,2,2,2,1,1,1,,,,mute,thorn,thorn,ash,ash,ash,,,,1,0,0,1,0,0,,,,1,0,2,0,1,0,,,,0,1,1,1,1,1,,,,frost,goyo,kaid,finka,finka,ying,,,,0,1,0,2,0,0,,,,1,1,1,1,1,1,,,,7/30/2024
0,1,4,5,Border,blitz,brava,caveira,kapkan,1,1,2,1,2,,,,,2,2,2,1,1,,,,,thorn,thorn,thorn,ash,ash,,,,,0,1,0,0,0,,,,,0,0,0,0,0,,,,,1,0,1,1,1,,,,,echo,melusi,lesion,finka,ram,,,,,0,0,0,3,0,,,,,1,1,1,1,1,,,,,7/30/2024
1,4,1,5,Club House,thatcher,kali,fenrir,caveira,1,2,2,1,2,,,,,1,1,1,2,2,,,,,ash,ash,ash,thorn,thorn,,,,,1,1,0,1,1,,,,,3,0,0,0,1,,,,,0,0,1,1,0,,,,,finka,finka,lion,frost,kaid,,,,,1,1,1,2,1,,,,,0,1,1,0,1,,,,,7/30/2024
0,4,5,9,Border,blitz,dokkaebi,caveira,fenrir,1,2,3,1,2,3,1,1,3,2,2,2,1,1,1,1,2,1,thorn,thorn,thorn,ash,ash,ash,ash,thorn,ash,1,1,1,0,0,0,0,1,0,0,2,1,1,0,0,1,2,0,1,0,1,1,1,1,1,0,1,maestro,lesion,goyo,finka,ram,finka,ying,maestro,ying,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,7/30/2024
1,4,2,6,Oregon,blitz,ying,fenrir,clash,1,1,1,4,1,4,,,,1,1,1,2,2,2,,,,ash,ash,ash,mute,thorn,thorn,,,,1,1,0,0,1,1,,,,0,4,0,1,1,1,,,,0,0,1,1,1,0,,,,iana,finka,gridlock,mira,mira,mira,,,,0,1,0,2,0,0,,,,0,1,1,1,0,0,,,,7/30/2024
0,2,4,6,Kafe,dokkaebi,jackal,caveira,azami,1,4,2,1,4,2,,,,1,1,1,2,2,2,,,,ash,ash,ash,maestro,maestro,maestro,,,,1,0,0,1,0,0,,,,1,1,0,0,0,0,,,,0,0,1,1,1,1,,,,ying,fuze,ram,melusi,kaid,lesion,,,,1,0,0,1,0,0,,,,0,1,1,0,1,1,,,,7/30/2024
0,1,4,5,Coastline,kali,dokkaebi,fenrir,clash,1,2,3,1,2,,,,,2,2,2,1,1,,,,,thorn,maestro,maestro,fuze,fuze,,,,,1,0,0,0,0,,,,,3,2,0,3,0,,,,,0,1,1,1,1,,,,,frost,alibi,alibi,ying,ying,,,,,1,1,0,0,1,,,,,0,1,1,1,1,,,,,7/30/2024
0,2,4,6,Kafe,blitz,dokkaebi,caveira,fenrir,1,4,2,1,2,3,,,,2,2,2,1,1,1,,,,maestro,maestro,maestro,fuze,fuze,fuze,,,,1,0,1,0,0,0,,,,0,2,0,1,1,0,,,,0,1,0,1,1,1,,,,melusi,kaid,alibi,finka,ram,ram,,,,0,0,0,0,1,0,,,,0,1,0,1,1,1,,,,7/30/2024
0,4,5,9,Oregon,blitz,jackal,caveira,clash,1,4,1,1,1,4,1,1,4,2,2,2,1,1,1,1,2,1,thorn,thorn,thorn,fuze,fuze,fuze,iq,thorn,ash,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,3,1,1,0,0,0,1,1,1,0,1,mira,mira,frost,ying,ying,ying,ying,mira,ying,0,1,2,2,0,1,0,1,0,1,1,0,0,1,1,1,1,1,7/30/2024
1,4,2,6,Kafe,blitz,deimos,caveira,clash,1,1,4,1,4,2,,,,1,1,1,2,2,2,,,,ash,fuze,fuze,maestro,kapkan,kapkan,,,,1,0,0,1,1,1,,,,0,1,1,0,2,1,,,,1,1,1,0,0,0,,,,finka,finka,ram,melusi,kaid,goyo,,,,3,0,3,3,2,1,,,,0,1,1,0,0,0,,,,7/30/2024
1,5,3,8,Bank,blitz,jackal,kapkan,clash,1,4,1,1,4,2,1,1,,1,1,1,2,2,2,1,2,,fuze,fuze,fuze,tachanka,tachanka,tachanka,fuze,tachanka,,1,0,0,1,1,0,1,1,,1,0,1,0,0,1,0,0,,0,1,1,0,1,1,1,0,,ying,finka,finka,alibi,mira,goyo,ying,alibi,,2,0,0,0,1,1,0,2,,1,1,1,0,0,1,1,0,,7/30/2024
0,0,4,4,Chalet,jackal,dokkaebi,clash,fenrir,1,4,2,1,,,,,,1,1,1,2,,,,,,ash,finka,finka,mozzie,,,,,,0,0,0,0,,,,,,1,0,0,0,,,,,,1,1,1,1,,,,,,finka,ace,ying,goyo,,,,,,0,1,2,3,,,,,,1,1,1,0,,,,,,7/30/2024
0,2,4,6,Villa,dokkaebi,jackal,clash,fenrir,1,2,3,1,2,4,,,,2,2,2,1,1,1,,,,mozzie,thorn,thorn,finka,finka,finka,,,,0,1,1,0,0,0,,,,0,0,1,0,0,0,,,,1,0,0,1,1,1,,,,alibi,alibi,alibi,fuze,fuze,fuze,,,,0,3,2,0,0,0,,,,1,0,0,1,1,1,,,,7/30/2024
1,5,3,8,Villa,blitz,jackal,caveira,clash,1,1,2,1,2,1,1,1,,1,1,1,2,2,2,1,2,,ash,,ash,thorn,thorn,thorn,ash,thorn,,1,0,0,0,1,1,1,1,,0,0,0,0,0,2,0,0,,0,1,1,1,1,1,0,0,,amaru,amaru,finka,echo,alibi,melusi,ying,alibi,,1,1,0,0,0,1,0,2,,0,1,1,1,1,1,1,0,,7/30/2024
0,1,4,5,Coastline,dokkaebi,brava,caveira,fenrir,1,1,2,1,1,,,,,2,2,2,1,1,,,,,thorn,thorn,thorn,ash,ash,,,,,0,0,0,1,0,,,,,2,1,0,0,0,,,,,1,1,1,0,1,,,,,maestro,alibi,alibi,amaru,amaru,,,,,0,1,0,5,0,,,,,1,1,1,1,1,,,,,7/30/2024
1,4,0,4,Coastline,blitz,dokkaebi,caveira,clash,1,1,3,1,,,,,,1,1,1,2,,,,,,buck,buck,buck,thorn,,,,,,1,1,1,1,,,,,,1,2,0,0,,,,,,0,0,0,0,,,,,,amaru,amaru,ram,melusi,,,,,,0,0,0,1,,,,,,1,1,0,0,,,,,,7/30/2024
1,4,2,6,Club House,blitz,deimos,caveira,fenrir,4,1,2,1,2,4,,,,1,1,1,2,2,2,,,,sledge,sledge,sledge,thorn,thorn,thorn,,,,0,1,0,1,1,1,,,,0,1,0,2,1,1,,,,1,0,1,0,1,0,,,,ying,ying,ying,frost,kaid,kaid,,,,0,1,0,1,2,0,,,,1,1,1,1,1,0,,,,7/30/2024
1,5,3,8,Kafe,blitz,jackal,caveira,fenrir,1,1,4,1,1,4,4,1,,1,1,1,2,2,2,2,1,,buck,sledge,,thorn,mute,smoke,mute,sledge,,1,0,0,0,1,1,1,1,,0,0,0,0,1,0,1,1,,0,1,1,1,1,0,0,1,,finka,finka,,melusi,echo,kaid,kaid,finka,,2,0,1,1,1,0,0,3,,0,1,1,1,1,0,1,0,,7/30/2024
0,3,4,7,Coastline,,,,,1,2,4,1,2,4,1,,,2,2,2,1,1,1,1,,,mute,mute,mute,sledge,sledge,sledge,sledge,,,1,1,0,0,0,1,0,,,0,1,2,0,0,1,0,,,1,0,0,1,1,0,1,,,smoke,warden,smoke,brava,brava,brava,amaru,,,2,1,0,1,0,1,2,,,0,0,1,1,1,0,1,,,7/30/2024
1,5,3,8,Border,thatcher,jackal,caveira,fenrir,4,2,2,1,1,2,1,1,,2,2,2,1,1,1,1,2,,thorn,thorn,thorn,thermite,thermite,buck,thermite,thorn,,0,0,1,1,0,1,1,1,,1,2,1,0,1,0,0,0,,1,1,1,0,1,1,0,1,,alibi,alibi,alibi,finka,finka,ram,finka,maestro,,1,0,2,0,0,0,2,0,,1,1,1,0,1,1,0,1,,7/30/2024
0,3,4,7,Oregon,,,,,1,4,4,1,4,4,1,,,1,1,1,2,2,2,2,,,ash,ash,thermite,thorn,thorn,thorn,thorn,,,0,1,1,1,0,0,0,,,0,0,0,0,1,0,0,,,1,1,0,0,1,1,1,,,amaru,deimos,deimos,mute,mute,smoke,mute,,,0,0,0,1,0,0,2,,,1,1,1,1,1,1,1,,,7/30/2024
0,3,4,7,Villa,,,,,1,2,3,1,2,3,1,,,2,2,2,1,1,1,1,,,thorn,thorn,thorn,ash,ash,nokk,finka,,,1,1,1,0,0,0,0,,,1,0,0,0,0,0,0,,,0,0,1,1,1,0,1,,,frost,frost,frost,deimos,deimos,buck,buck,,,1,1,1,0,0,0,0,,,0,0,1,1,1,0,1,,,7/30/2024
1,4,3,7,Outback,,,,,1,2,2,1,2,1,1,,,2,2,2,1,1,1,2,,,azami,maestro,warden,gridlock,sens,osa,tachanka,,,1,0,0,1,1,0,1,,,0,0,0,0,0,0,1,,,0,1,1,0,1,1,0,,,bandit,thorn,lesion,twitch,nomad,ram,solis,,,2,0,0,1,0,2,1,,,1,1,1,0,1,1,1,,,7/30/2024
0,0,4,4,Border,,,,,1,3,2,1,,,,,,1,1,1,2,,,,,,jackal,deimos,amaru,doc,,,,,,0,0,0,0,,,,,,0,1,0,0,,,,,,1,0,1,1,,,,,,finka,ash,dokkaebi,jager,,,,,,0,0,0,0,,,,,,1,0,1,1,,,,,,7/30/2024
1,4,2,6,Kanal,,,,,1,4,4,1,4,4,,,,1,1,1,2,2,2,,,,blackbeard,iq,zofia,thunderbird,frost,alibi,,,,0,1,1,1,0,1,,,,0,3,0,0,1,2,,,,1,0,1,0,1,0,,,,jackal,flores,maverick,kapkan,fenrir,smoke,,,,0,0,1,1,0,1,,,,1,1,0,0,1,1,,,,7/30/2024
0,1,4,5,Consulate,,,,,1,1,4,1,1,,,,,2,2,2,1,1,,,,,thorn,mute,mute,finka,amaru,,,,,0,0,0,1,0,,,,,1,0,0,0,1,,,,,1,1,1,1,1,,,,,goyo,goyo,goyo,amaru,lion,,,,,0,1,0,3,2,,,,,1,1,1,0,1,,,,,7/30/2024
0,3,4,7,Emerald,,,,,1,2,2,1,1,1,1,,,2,2,2,1,1,1,1,,,mute,mute,thorn,amaru,brava,gridlock,ash,,,1,0,0,1,1,0,0,,,0,0,0,0,0,1,1,,,1,1,1,1,1,1,1,,,goyo,goyo,goyo,finka,finka,finka,finka,,,0,0,0,2,1,1,0,,,0,1,1,0,0,1,1,,,7/30/2024
0,2,4,6,Villa,,,,,1,1,2,1,2,3,,,,2,2,2,1,1,1,,,,echo,tubarao,alibi,osa,fuze,iana,,,,0,1,1,0,0,0,,,,0,1,0,0,0,0,,,,1,0,1,1,1,1,,,,thorn,frost,frost,ying,finka,ram,,,,1,0,1,0,0,2,,,,1,1,0,1,1,1,,,,7/30/2024
1,4,3,7,Nighthaven,,,,,1,1,4,1,2,2,4,,,1,1,1,2,2,2,1,,,twitch,twitch,twitch,rook,rook,rook,twitch,,,1,0,1,1,0,0,1,,,1,0,0,0,0,0,2,,,0,1,0,1,1,1,0,,,gridlock,gridlock,gridlock,doc,doc,doc,finka,,,0,0,0,2,0,0,0,,,1,1,1,0,1,1,0,,,7/30/2024
0,2,4,6,Lair,,,,,1,1,4,1,1,4,,,,1,1,1,2,2,2,,,,twitch,twitch,twitch,rook,rook,rook,,,,1,0,0,0,1,0,,,,1,1,0,0,2,0,,,,1,1,1,1,1,1,,,,gridlock,gridlock,capitao,doc,doc,doc,,,,1,0,2,1,1,0,,,,1,1,1,0,0,1,,,,7/30/2024
1,4,3,7,Theme Park,,,,,1,2,3,1,3,2,1,,,1,1,1,2,2,2,1,,,twitch,twitch,twitch,rook,rook,thorn,twitch,,,0,0,0,1,1,1,1,,,0,0,1,0,0,0,0,,,1,1,1,0,1,0,1,,,gridlock,finka,ying,doc,doc,doc,amaru,,,0,1,0,0,2,0,3,,,1,0,1,1,0,0,0,,,7/30/2024
